"","Age","Location","Kilometers_Driven","Fuel_Type","Transmission","Owner_Type","Mileage","Engine","Power","Seats","Price","Brand"
"4756",9,"Chennai",90000,"Diesel","Manual","First",26.21,1248,88.5,5,6.5,"Maruti"
"4758",6,"Kochi",21936,"Diesel","Automatic","First",21.76,1995,190,5,37.92,"BMW"
"4759",11,"Pune",41000,"Petrol","Automatic","First",14.4,1598,103.6,5,5.25,"Volkswagen"
"4760",13,"Chennai",47000,"Petrol","Manual","First",17,1197,80,5,4.5,"Hyundai"
"4761",15,"Chennai",110000,"Diesel","Automatic","First",11,2993,235,5,18,"BMW"
"4762",9,"Coimbatore",45960,"Petrol","Manual","First",19.1,1197,82,5,5.56,"Hyundai"
"4763",11,"Bangalore",48000,"Diesel","Automatic","First",14.21,2143,203,5,22,"Mercedes-Benz"
"4764",13,"Hyderabad",68000,"Diesel","Automatic","First",12.39,2179,147.51,5,22,"Land"
"4765",13,"Mumbai",41000,"Petrol","Manual","First",20.36,1197,78.9,5,2.65,"Hyundai"
"4766",11,"Jaipur",69573,"Diesel","Manual","Second",22.32,1582,126.32,5,5.85,"Hyundai"
"4769",20,"Jaipur",66624,"Petrol","Manual","Third",19.7,796,35,8,0.85,"Maruti"
"4770",11,"Delhi",80000,"Petrol","Automatic","Second",14.67,1798,177.46,5,7.25,"Skoda"
"4771",12,"Pune",94868,"Diesel","Manual","First",22.9,1248,74,5,4.5,"Maruti"
"4772",14,"Mumbai",76477,"Diesel","Manual","First",10.5,2179,120,8,4.25,"Mahindra"
"4775",11,"Bangalore",45348,"Diesel","Manual","Second",19.01,1461,108.45,5,6.85,"Renault"
"4776",11,"Coimbatore",80127,"Diesel","Automatic","First",12.8,1968,167.6,5,23.68,"Audi"
"4777",11,"Delhi",68000,"Diesel","Automatic","Second",12.39,2179,147.51,5,15.75,"Land"
"4778",12,"Pune",75000,"Diesel","Manual","Third",20.54,1598,103.6,5,3.5,"Volkswagen"
"4779",18,"Delhi",48000,"Petrol","Automatic","Second",11.62,2979,306,5,6.99,"BMW"
"4780",5,"Coimbatore",41871,"Diesel","Manual","First",22.7,1582,126.2,5,15.57,"Hyundai"
"4781",9,"Coimbatore",84931,"Diesel","Manual","First",15.3,2956,83.8,7,5.29,"Tata"
"4782",8,"Kolkata",15000,"Petrol","Manual","First",22.7,799,53.64,5,2.25,"Datsun"
"4783",15,"Chennai",110000,"Diesel","Automatic","First",11.7,2993,245,5,20,"BMW"
"4784",13,"Mumbai",5900,"Petrol","Automatic","First",7.94,4395,450,4,47.5,"BMW"
"4786",12,"Chennai",64806,"Petrol","Manual","First",16.47,1198,73.9,5,3.65,"Volkswagen"
"4787",8,"Pune",35000,"Petrol","Manual","First",20.62,1198,67,7,3.1,"Datsun"
"4789",9,"Kochi",23876,"Petrol","Manual","First",24.07,998,67.1,5,3.46,"Maruti"
"4790",11,"Coimbatore",67901,"Diesel","Manual","First",14.66,2199,194.3,7,8.38,"Hyundai"
"4791",10,"Pune",68865,"Diesel","Manual","First",15.11,1598,103.6,5,4.8,"Volkswagen"
"4792",10,"Pune",71000,"Diesel","Manual","Second",25.8,1498,98.6,5,4.5,"Honda"
"4793",20,"Chennai",95000,"Petrol","Manual","First",15.9,1298,78.70367181,5,0.8,"Maruti"
"4794",10,"Kolkata",25000,"Diesel","Manual","First",22.9,1248,74,5,3.95,"Maruti"
"4796",19,"Mumbai",131000,"Diesel","Automatic","First",11,2987,198.5,5,10,"Mercedes-Benz"
"4798",12,"Hyderabad",117777,"Diesel","Manual","First",21.64,1461,84.8,5,4.75,"Nissan"
"4800",7,"Kochi",46897,"Petrol","Manual","First",21.1,814,55.2,5,3.61,"Hyundai"
"4801",9,"Coimbatore",36695,"Petrol","Manual","First",19.4,1198,86.8,5,4.29,"Honda"
"4802",13,"Kolkata",43000,"Petrol","Manual","First",18.06,1198,75,5,2.13,"Nissan"
"4803",16,"Mumbai",54000,"Petrol","Manual","First",19.7,796,46.3,5,1.1,"Maruti"
"4804",13,"Hyderabad",89000,"Diesel","Automatic","First",22.69,1995,190,5,13.95,"BMW"
"4805",10,"Mumbai",7000,"Petrol","Manual","First",16.47,1198,74,5,5.35,"Volkswagen"
"4806",10,"Hyderabad",58470,"Petrol","Manual","First",23.1,998,67.04,5,3.9,"Maruti"
"4807",10,"Kolkata",37000,"Petrol","Manual","First",21.5,1197,81.8,5,2.8,"Maruti"
"4808",8,"Mumbai",29000,"Diesel","Manual","First",26.21,1248,88.5,5,8.75,"Maruti"
"4810",11,"Kolkata",32807,"Petrol","Manual","First",19.4,1198,86.8,5,2.75,"Honda"
"4811",11,"Hyderabad",86000,"Diesel","Automatic","First",11.79,2179,120,8,8,"Mahindra"
"4812",10,"Delhi",66500,"Diesel","Manual","First",26,1498,98.6,5,5.7,"Honda"
"4813",12,"Ahmedabad",94000,"Diesel","Automatic","First",17.05,1995,184,5,12.5,"BMW"
"4814",13,"Chennai",29000,"Petrol","Manual","Second",18,995,62,5,1.75,"Chevrolet"
"4815",14,"Chennai",107389,"Diesel","Manual","Second",20,1399,68,5,1.9,"Ford"
"4817",9,"Mumbai",16329,"Diesel","Automatic","First",19.27,2143,170,5,30.3,"Mercedes-Benz"
"4819",7,"Kochi",41816,"Diesel","Automatic","First",18.56,1995,190,5,32.78,"BMW"
"4820",9,"Jaipur",54680,"Petrol","Manual","First",21.1,814,55.2,5,2.5,"Hyundai"
"4821",7,"Hyderabad",14000,"Diesel","Automatic","First",18.25,1968,187.74,5,43,"Audi"
"4822",7,"Kochi",23977,"Petrol","Manual","First",18.16,1196,86.8,5,5.38,"Ford"
"4823",11,"Hyderabad",30131,"Petrol","Manual","First",20.92,998,67.1,5,2.65,"Maruti"
"4825",9,"Hyderabad",39000,"Diesel","Automatic","First",19.27,2143,167.62,5,34,"Mercedes-Benz"
"4826",23,"Chennai",140000,"Petrol","Manual","Third",20.3,1086,68,5,0.7,"Hyundai"
"4828",8,"Kochi",46983,"Diesel","Manual","First",25.8,1498,98.6,5,5.77,"Honda"
"4829",16,"Chennai",107000,"Diesel","Manual","Second",17.8,1248,75,5,3.1,"Maruti"
"4830",7,"Mumbai",19000,"Petrol","Manual","First",16.2,1199,74,5,4.95,"Volkswagen"
"4831",11,"Bangalore",88000,"Diesel","Automatic","First",17.11,1968,174.33,5,16.25,"Audi"
"4832",12,"Coimbatore",84384,"Diesel","Automatic","First",10.2,4367,308,7,52.54,"Land"
"4833",13,"Chennai",128000,"Diesel","Manual","Third",16,2179,140,7,6.4,"Mahindra"
"4834",13,"Bangalore",71000,"Diesel","Manual","Third",13.1,2499,141,7,6.95,"Ford"
"4835",16,"Kolkata",50000,"Diesel","Manual","First",17.2,1396,53.5,5,0.85,"Tata"
"4836",8,"Chennai",16000,"Petrol","Manual","First",21.4,1197,83.1,5,6.95,"Maruti"
"4837",7,"Kolkata",82000,"Diesel","Manual","First",24.4,1120,71,5,3.45,"Hyundai"
"4838",16,"Delhi",80000,"Petrol","Manual","First",13.5,1799,130,5,2.75,"Honda"
"4839",9,"Delhi",36000,"Petrol","Manual","Second",18.6,1197,81.83,5,4.95,"Hyundai"
"4840",6,"Coimbatore",17477,"Petrol","Manual","First",17,1198,108.5,5,9.62,"Tata"
"4841",8,"Coimbatore",16725,"Petrol","Manual","First",18.6,1197,81.83,5,6.79,"Hyundai"
"4842",10,"Mumbai",48241,"Petrol","Manual","First",19.1,1197,85.8,5,4.5,"Maruti"
"4843",10,"Kochi",52431,"Petrol","Manual","First",22.5,998,67.04,5,3.01,"Maruti"
"4844",12,"Bangalore",68000,"Diesel","Manual","First",21.9,1396,88.76,5,4.4,"Hyundai"
"4845",12,"Hyderabad",158000,"Diesel","Automatic","First",12.55,2982,168.5,7,17.49,"Toyota"
"4846",10,"Coimbatore",31446,"Petrol","Manual","First",20.36,1197,78.9,5,4.66,"Hyundai"
"4847",9,"Chennai",25000,"Petrol","Manual","First",18.9,1197,82,5,5.5,"Hyundai"
"4848",8,"Ahmedabad",57000,"Petrol","Manual","First",18.6,1197,81.83,5,6,"Hyundai"
"4850",6,"Kochi",57078,"Diesel","Manual","First",24.3,1248,88.5,5,10.19,"Maruti"
"4851",8,"Kochi",47471,"Diesel","Manual","First",25.8,1498,98.6,5,5.25,"Honda"
"4852",10,"Hyderabad",50000,"Diesel","Automatic","First",15.26,2143,203.2,5,45,"Mercedes-Benz"
"4853",14,"Ahmedabad",62000,"Diesel","Manual","First",23,1396,90,5,2.7,"Hyundai"
"4854",11,"Coimbatore",65807,"Petrol","Manual","First",19.81,1086,68.05,5,3.39,"Hyundai"
"4855",10,"Hyderabad",81768,"Diesel","Manual","First",26.59,1248,74,5,5.69,"Maruti"
"4856",6,"Kochi",9952,"Petrol","Automatic","First",10.37,2979,306,2,58.54,"BMW"
"4857",7,"Hyderabad",24000,"Diesel","Manual","First",27.39,1248,74,5,8.4,"Maruti"
"4858",12,"Hyderabad",72921,"Diesel","Manual","First",25.44,936,57.6,5,2.5,"Chevrolet"
"4859",12,"Pune",59000,"Petrol","Manual","First",19.4,1198,86.8,5,3.25,"Honda"
"4860",10,"Mumbai",33000,"Diesel","Manual","Second",20,1399,68.05,5,3.25,"Ford"
"4861",8,"Pune",36789,"Petrol","Automatic","First",23.1,998,67.04,5,4.25,"Maruti"
"4864",9,"Jaipur",46650,"Petrol","Manual","First",19.4,1198,86.8,5,4.25,"Honda"
"4865",6,"Mumbai",3000,"Petrol","Automatic","First",21.4,1197,83.1,5,8.85,"Maruti"
"4867",9,"Hyderabad",68525,"Diesel","Manual","First",23,1396,90,5,7,"Hyundai"
"4868",6,"Hyderabad",15000,"Diesel","Automatic","First",10.91,3198,197,7,33,"Ford"
"4869",7,"Ahmedabad",29000,"Petrol","Manual","First",17.4,1497,117.3,5,10,"Honda"
"4870",12,"Kochi",77407,"Diesel","Manual","Second",21.5,1248,88.8,5,3.53,"Maruti"
"4872",11,"Delhi",75000,"Diesel","Manual","First",20.54,1598,103.6,5,4.5,"Volkswagen"
"4873",12,"Pune",69000,"Petrol","Manual","First",16.8,1497,116.3,5,4.9,"Honda"
"4874",8,"Kochi",52553,"Diesel","Manual","First",19.67,1582,126.2,5,12.26,"Hyundai"
"4875",10,"Mumbai",58000,"Diesel","Manual","Second",24.4,1120,71,5,3.99,"Hyundai"
"4876",7,"Mumbai",24000,"Diesel","Automatic","First",17.9,2143,170,5,46.95,"Mercedes-Benz"
"4877",9,"Hyderabad",65542,"Diesel","Manual","First",20,1399,68,5,3.8,"Ford"
"4878",11,"Ahmedabad",68008,"Diesel","Manual","Second",15,1896,105,5,6.75,"Volkswagen"
"4879",7,"Coimbatore",22251,"Diesel","Manual","First",18.49,1493,100,7,8.75,"Mahindra"
"4880",11,"Chennai",55000,"Petrol","Manual","Second",15.8,1499,110,5,5.2,"Ford"
"4881",7,"Kochi",19387,"Petrol","Manual","First",17.1,1591,121.3,5,8.42,"Hyundai"
"4882",10,"Pune",58000,"CNG","Manual","First",26.6,998,58.16,5,3,"Maruti"
"4884",16,"Kolkata",17000,"Diesel","Automatic","First",15.2,1968,140.8,5,9.75,"Audi"
"4885",9,"Delhi",28500,"Petrol","Manual","First",19.49,1198,67.04,5,3.5,"Nissan"
"4886",10,"Jaipur",66000,"Diesel","Automatic","First",15.26,2143,203.2,5,30,"Mercedes-Benz"
"4887",7,"Delhi",22000,"Diesel","Automatic","First",12.83,2179,147.5,5,35,"Land"
"4888",6,"Coimbatore",44383,"Petrol","Manual","First",15.8,1591,121.3,5,13.25,"Hyundai"
"4892",7,"Coimbatore",60993,"Diesel","Manual","First",24,1120,70,5,5.21,"Hyundai"
"4893",8,"Pune",67000,"Diesel","Manual","First",18.49,1493,100,7,6.3,"Mahindra"
"4894",10,"Kochi",51134,"Diesel","Manual","First",24,1120,70,5,4.72,"Hyundai"
"4895",13,"Chennai",55000,"Diesel","Automatic","Second",11.7,2993,245,5,28,"BMW"
"4896",6,"Coimbatore",25082,"Diesel","Automatic","First",28.4,1248,73.75,5,8.37,"Maruti"
"4897",12,"Delhi",68350,"Diesel","Manual","First",12.55,2982,168.5,7,14,"Toyota"
"4898",9,"Hyderabad",50000,"Diesel","Automatic","First",17.68,1968,174.33,5,36,"Audi"
"4899",9,"Pune",97000,"Diesel","Manual","First",27.3,1498,98.6,5,6.4,"Honda"
"4900",9,"Coimbatore",56238,"Diesel","Automatic","First",11.33,4134,335.2,7,51.69,"Audi"
"4901",10,"Jaipur",72618,"Diesel","Manual","First",12.05,2179,120,7,8,"Mahindra"
"4905",6,"Kochi",21488,"Petrol","Automatic","First",14.3,1598,103.52,5,9.72,"Skoda"
"4906",10,"Pune",197000,"Diesel","Manual","First",23.4,1248,74,5,5,"Maruti"
"4907",15,"Pune",138205,"Diesel","Manual","Second",11.5,2982,171,7,10.5,"Toyota"
"4909",12,"Coimbatore",67590,"Petrol","Manual","First",17,1497,118,5,5.65,"Honda"
"4910",12,"Mumbai",52000,"Diesel","Automatic","First",15.26,2143,203.2,5,29.95,"Mercedes-Benz"
"4911",16,"Bangalore",100000,"Diesel","Manual","Second",17.8,1248,75,5,3,"Maruti"
"4912",7,"Kolkata",60048,"Diesel","Manual","First",26.1,1498,99,5,6,"Ford"
"4913",15,"Mumbai",48000,"Petrol","Manual","First",20.36,1197,78.9,5,2.11,"Hyundai"
"4914",13,"Jaipur",100000,"Petrol","Manual","First",19.7,796,46.3,5,1.5,"Maruti"
"4915",11,"Coimbatore",62601,"Diesel","Manual","First",23.59,1364,78.65565767,5,4.67,"Toyota"
"4916",18,"Bangalore",80010,"Petrol","Manual","Second",20.4,1197,81.8,5,2.85,"Maruti"
"4917",7,"Coimbatore",26493,"Diesel","Automatic","First",19.27,2143,170,5,33.64,"Mercedes-Benz"
"4918",13,"Hyderabad",96000,"Diesel","Manual","Second",17.88,1396,52.8,5,0.91,"Tata"
"4919",10,"Jaipur",45700,"Petrol","Manual","Second",22.74,796,47.3,5,2.42,"Maruti"
"4920",19,"Kolkata",13000,"Petrol","Automatic","First",9.3,2771,193.1,5,3.25,"Skoda"
"4921",11,"Kolkata",38000,"Petrol","Manual","First",16.47,1198,73.9,5,2.8,"Volkswagen"
"4922",5,"Coimbatore",8018,"Petrol","Automatic","First",22,1197,81.8,5,8.3,"Maruti"
"4923",14,"Bangalore",144400,"Diesel","Manual","Third",12.05,2179,120,8,5.25,"Mahindra"
"4924",14,"Jaipur",152000,"Diesel","Manual","First",17.8,1248,75,5,2.9,"Maruti"
"4925",11,"Pune",71000,"Diesel","Automatic","First",18.88,1995,184,5,15,"BMW"
"4927",10,"Mumbai",87143,"Diesel","Manual","First",12.99,2494,100,8,12.5,"Toyota"
"4928",12,"Mumbai",25000,"Petrol","Manual","First",18.4,1198,86.8,5,2.75,"Honda"
"4929",6,"Pune",2000,"Petrol","Automatic","First",23.84,1199,83.83,5,5,"Tata"
"4931",13,"Hyderabad",101999,"Diesel","Automatic","First",16.73,1995,218,5,19.99,"BMW"
"4932",10,"Mumbai",74219,"Diesel","Manual","First",21.43,1364,87.2,5,10.75,"Toyota"
"4936",8,"Coimbatore",41810,"Petrol","Manual","First",20.73,1373,91.1,5,7.11,"Maruti"
"4938",13,"Hyderabad",81000,"Petrol","Manual","First",20.92,998,67.1,5,2.2,"Maruti"
"4939",5,"Kochi",25717,"Petrol","Automatic","First",19,1199,88.76,5,8.86,"Honda"
"4940",9,"Delhi",37000,"Diesel","Manual","First",15.1,2179,140,7,9.3,"Mahindra"
"4941",7,"Coimbatore",56380,"Diesel","Manual","First",18.49,1493,100,7,7.57,"Mahindra"
"4942",7,"Chennai",8000,"Petrol","Manual","First",18.2,1199,88.7,5,7.9,"Honda"
"4943",6,"Kochi",14589,"Petrol","Manual","First",16.1,1298,88.2,5,5.65,"Maruti"
"4944",11,"Delhi",65088,"Petrol","Manual","First",16.47,1198,73.9,5,3.25,"Volkswagen"
"4946",13,"Coimbatore",64831,"Petrol","Manual","First",18.6,1199,79.4,5,3.21,"Chevrolet"
"4947",11,"Kolkata",38001,"Diesel","Manual","First",25.8,1498,98.6,5,3.9,"Honda"
"4948",16,"Mumbai",77000,"Petrol","Automatic","Second",10,2496,157.7,5,6.5,"Mercedes-Benz"
"4949",8,"Hyderabad",27000,"Diesel","Automatic","First",18.59,2993,265,5,48,"BMW"
"4951",9,"Pune",131000,"Diesel","Manual","First",26.59,1248,74,5,3.6,"Maruti"
"4952",9,"Kolkata",43000,"Diesel","Manual","First",26.59,1248,74,5,5.5,"Maruti"
"4953",13,"Pune",68000,"Diesel","Manual","Second",12.8,2494,102,7,7,"Toyota"
"4954",8,"Bangalore",45165,"Diesel","Automatic","First",16.09,1995,184,5,41.75,"BMW"
"4955",17,"Hyderabad",120000,"Diesel","Automatic","First",16.73,1995,218,5,10.5,"BMW"
"4956",10,"Coimbatore",86091,"Diesel","Manual","First",15.1,2179,140,7,10.09,"Mahindra"
"4957",15,"Delhi",71499,"Petrol","Manual","First",17,1497,118,5,3,"Honda"
"4958",10,"Chennai",50000,"Diesel","Manual","First",17,2200,139.01,7,12,"Force"
"4960",14,"Kolkata",45000,"Petrol","Manual","First",16,1198,90,5,2,"Honda"
"4963",7,"Kochi",36723,"Diesel","Automatic","First",18.56,1995,190,5,32.57,"BMW"
"4964",14,"Mumbai",57500,"Petrol","Manual","First",18.5,1197,80,5,2.75,"Hyundai"
"4965",6,"Kochi",43912,"CNG","Manual","First",15.1,1196,73,5,4.33,"Maruti"
"4966",13,"Hyderabad",52000,"Diesel","Manual","First",17.8,1399,68,5,3.75,"Ford"
"4967",10,"Kochi",60952,"Petrol","Automatic","First",16.8,1497,118,5,5.91,"Honda"
"4968",11,"Chennai",87192,"Diesel","Manual","First",25.2,1248,74,5,4.35,"Maruti"
"4969",10,"Delhi",58000,"Diesel","Manual","First",24,1120,70,5,3.25,"Hyundai"
"4970",7,"Pune",59500,"Diesel","Automatic","First",14.75,2967,245,7,68,"Audi"
"4972",6,"Kochi",34696,"Petrol","Automatic","First",18,1497,117.3,5,12.08,"Honda"
"4975",13,"Jaipur",110000,"Diesel","Manual","First",19.3,1248,73.9,5,3.5,"Maruti"
"4977",11,"Hyderabad",63455,"Diesel","Manual","First",11.5,2982,171,7,19,"Toyota"
"4979",8,"Pune",31001,"Diesel","Manual","First",24.3,1248,88.5,5,7.25,"Maruti"
"4980",10,"Kolkata",42109,"Diesel","Manual","First",23.4,1248,74,5,4.25,"Maruti"
"4982",11,"Hyderabad",46000,"Diesel","Automatic","Second",0,2179,115,5,26,"Land"
"4983",11,"Hyderabad",30852,"Petrol","Manual","First",22.74,796,47.3,5,2.49,"Maruti"
"4984",13,"Pune",65000,"Petrol","Manual","Second",16.47,1198,73.9,5,3,"Volkswagen"
"4985",9,"Delhi",65000,"Diesel","Manual","First",26,1498,98.6,5,5.95,"Honda"
"4986",11,"Delhi",72000,"Diesel","Manual","First",23.4,1248,74,5,2.69,"Maruti"
"4988",9,"Kolkata",32000,"Petrol","Manual","First",17.8,1497,117.3,5,5.5,"Honda"
"4989",8,"Chennai",29875,"Petrol","Manual","First",18.16,1196,86.8,5,4.85,"Ford"
"4990",6,"Kochi",32539,"Diesel","Manual","First",24.3,1248,88.5,5,8.39,"Maruti"
"4992",8,"Hyderabad",62679,"Diesel","Manual","First",21.19,1396,88.73,5,6.95,"Hyundai"
"4994",18,"Mumbai",44000,"Petrol","Manual","First",17.7,1497,78,5,1.55,"Honda"
"4995",14,"Bangalore",78400,"Petrol","Manual","Second",15.6,1196,70,5,2.75,"Ford"
"4996",10,"Mumbai",71300,"Petrol","Manual","First",13.06,1598,102.53,5,4.25,"Renault"
"4998",5,"Coimbatore",24013,"Diesel","Automatic","First",12.81,1999,148.31,7,56.14,"Land"
"4999",15,"Ahmedabad",99100,"Petrol","Automatic","Second",9.74,1984,208,5,10,"Audi"
"5000",21,"Mumbai",62000,"Petrol","Manual","Second",11.3,1298,83.1,8,1.25,"Maruti"
"5001",7,"Kolkata",14000,"Diesel","Manual","First",26.59,1248,74,5,7.5,"Maruti"
"5003",10,"Ahmedabad",44000,"Petrol","Manual","First",16.47,1198,74,5,4.3,"Volkswagen"
"5004",14,"Chennai",136000,"Diesel","Manual","Second",11.5,2982,171,7,11,"Toyota"
"5005",14,"Jaipur",144113,"Diesel","Manual","Second",11.5,2982,171,7,11.75,"Toyota"
"5006",12,"Coimbatore",94989,"Petrol","Manual","First",12.8,2354,177.6,5,6.58,"Honda"
"5007",12,"Chennai",58133,"Diesel","Manual","First",22.9,1248,74,5,4.8,"Maruti"
"5008",16,"Pune",61000,"Petrol","Manual","Second",17.5,1198,70,5,1.65,"Skoda"
"5010",10,"Ahmedabad",18050,"Petrol","Manual","Second",25.4,624,37.5,4,1,"Tata"
"5011",17,"Hyderabad",145277,"Petrol","Manual","First",15.3,1596,101,5,1.65,"Ford"
"5013",13,"Delhi",86000,"Diesel","Manual","First",11.5,2982,171,7,11.5,"Toyota"
"5017",11,"Ahmedabad",39000,"Petrol","Manual","First",16.47,1198,74,5,3.75,"Volkswagen"
"5018",8,"Coimbatore",32125,"Petrol","Manual","First",16.2,1199,74,5,6.17,"Volkswagen"
"5020",11,"Coimbatore",67559,"Petrol","Manual","First",19.4,1198,86.8,5,4.05,"Honda"
"5023",8,"Mumbai",28000,"Petrol","Automatic","First",13,1591,121.3,5,11.85,"Hyundai"
"5024",8,"Kochi",31826,"Diesel","Manual","First",22.7,1498,89.84,5,8.24,"Ford"
"5025",8,"Hyderabad",64000,"Diesel","Manual","First",17.8,1248,79.85979985,5,5.99,"Maruti"
"5026",16,"Jaipur",100009,"Petrol","Manual","Second",13.1,1997,141.1,5,6.5,"Honda"
"5027",5,"Coimbatore",17201,"Diesel","Automatic","First",12.51,2179,187.7,7,58.91,"Land"
"5029",9,"Kochi",58134,"Petrol","Manual","First",16.47,1198,74,5,4.64,"Volkswagen"
"5031",12,"Chennai",55231,"Petrol","Manual","Second",20.36,1197,78.9,5,2.78,"Hyundai"
"5032",8,"Kochi",67774,"Diesel","Automatic","First",14.81,1998,163.7,5,8.95,"Chevrolet"
"5033",11,"Mumbai",50319,"Petrol","Automatic","First",12,1991,181.03,5,21.95,"Mercedes-Benz"
"5034",11,"Ahmedabad",45000,"Petrol","Manual","First",11.7,2359,134,5,7.9,"Hyundai"
"5035",17,"Kolkata",43627,"Petrol","Automatic","First",11.74,1796,186,5,29,"Mercedes-Benz"
"5038",7,"Coimbatore",21789,"Diesel","Manual","First",24.3,1248,88.5,5,9.88,"Maruti"
"5042",13,"Delhi",31000,"Petrol","Automatic","First",10.9,2497,215,5,31,"BMW"
"5045",15,"Kolkata",34000,"Diesel","Manual","First",19.3,1248,73.9,5,2.19,"Maruti"
"5048",13,"Coimbatore",43686,"Petrol","Automatic","First",10.5,5000,503,4,50.66,"Jaguar"
"5049",12,"Kolkata",22000,"Diesel","Automatic","First",14.84,2143,170,5,14,"Mercedes-Benz"
"5051",17,"Pune",63000,"Petrol","Manual","Third",14.2,1598,102,5,1.2,"Chevrolet"
"5052",10,"Hyderabad",61922,"Petrol","Manual","First",20.4,1197,81.8,5,5.3,"Maruti"
"5055",11,"Delhi",65000,"Diesel","Manual","First",13,2982,168.5,7,16.1,"Toyota"
"5056",10,"Delhi",44999,"Diesel","Automatic","First",12.8,1968,167.6,5,25,"Audi"
"5057",16,"Mumbai",81308,"Diesel","Automatic","Second",13.2,1995,170,5,7.95,"BMW"
"5059",12,"Coimbatore",65349,"Petrol","Manual","First",20.92,998,67.1,5,2.81,"Maruti"
"5060",12,"Hyderabad",80000,"Petrol","Automatic","First",15.64,1798,167.62,5,17.5,"Audi"
"5061",12,"Mumbai",61000,"Petrol","Manual","First",16.1,1197,85,5,3.3,"Maruti"
"5063",8,"Hyderabad",41000,"Diesel","Manual","First",21.14,1498,103.52,5,8.5,"Skoda"
"5064",14,"Kochi",82606,"Petrol","Manual","Second",16,1198,90,5,2.69,"Honda"
"5065",9,"Ahmedabad",52000,"Diesel","Manual","First",16,2179,140,7,11.5,"Mahindra"
"5067",8,"Hyderabad",50000,"Diesel","Automatic","First",17.9,2143,201.15,5,49,"Mercedes-Benz"
"5068",12,"Bangalore",72000,"Diesel","Manual","First",20.5,1598,103.5,5,4.6,"Skoda"
"5069",9,"Delhi",63776,"Diesel","Manual","First",24,1120,70,5,3.96,"Hyundai"
"5070",9,"Mumbai",28133,"Petrol","Manual","First",18.6,1197,81.86,5,5.6,"Hyundai"
"5071",7,"Kolkata",45000,"Diesel","Manual","First",22.95,1248,74,5,3.75,"Tata"
"5072",9,"Jaipur",55697,"Diesel","Manual","First",22.54,1396,88.73,5,5.5,"Hyundai"
"5073",12,"Delhi",62000,"Diesel","Manual","Second",20.5,1598,103.5,5,3,"Skoda"
"5075",14,"Pune",90246,"Petrol","Manual","First",16.1,1298,88.2,5,2.95,"Maruti"
"5076",9,"Hyderabad",80500,"Diesel","Manual","First",25,1396,69,5,2.45,"Tata"
"5080",12,"Chennai",41000,"Petrol","Manual","Second",16.8,1497,116.3,5,4.5,"Honda"
"5081",14,"Mumbai",58000,"Petrol","Manual","Second",18.5,1197,80,5,2.5,"Hyundai"
"5082",9,"Chennai",99000,"Diesel","Manual","First",13,2982,168.5,7,20.5,"Toyota"
"5084",15,"Chennai",85000,"Diesel","Manual","Second",15,1896,105,5,3.5,"Volkswagen"
"5085",8,"Hyderabad",60924,"Petrol","Automatic","First",15.63,1499,110.4,5,8.3,"Ford"
"5086",12,"Chennai",45000,"Petrol","Manual","First",21.1,814,55.2,5,2.5,"Hyundai"
"5087",13,"Kolkata",44000,"Petrol","Automatic","First",19.15,1198,75.94,5,2.65,"Nissan"
"5088",8,"Kochi",30534,"Petrol","Automatic","First",19,1199,88.7,5,7.42,"Honda"
"5089",8,"Kochi",46399,"Petrol","Manual","First",16.47,1198,74,5,4.63,"Volkswagen"
"5090",16,"Kolkata",42000,"Petrol","Manual","First",19.7,796,46.3,5,1.09,"Maruti"
"5091",13,"Delhi",67000,"Diesel","Manual","First",22.32,1582,126.32,5,3.8,"Hyundai"
"5092",11,"Mumbai",58000,"Diesel","Automatic","First",10,2148,170,5,15.75,"Mercedes-Benz"
"5094",12,"Mumbai",39566,"Petrol","Manual","Second",18.4,1198,86.8,5,2.75,"Honda"
"5095",8,"Chennai",14980,"Diesel","Manual","First",27.3,1498,98.6,5,7.4,"Honda"
"5096",7,"Jaipur",18491,"Petrol","Automatic","First",24.07,998,67.1,5,3.9,"Maruti"
"5097",24,"Jaipur",90000,"Petrol","Manual","Second",17.3,993,60,5,0.7,"Maruti"
"5099",8,"Coimbatore",63316,"Diesel","Manual","First",22.7,1598,118,5,9.58,"Maruti"
"5100",10,"Delhi",42000,"Diesel","Automatic","First",14.21,2143,203,5,24.95,"Mercedes-Benz"
"5101",9,"Kochi",25648,"Petrol","Manual","First",13.7,1399,98.82,7,4.29,"Chevrolet"
"5103",8,"Mumbai",33000,"Diesel","Manual","First",16,2179,140,7,9.65,"Mahindra"
"5104",9,"Mumbai",20000,"Petrol","Manual","First",20.36,1197,78.9,5,3.75,"Hyundai"
"5106",10,"Coimbatore",118218,"Diesel","Automatic","First",12.07,2967,241.4,7,31.41,"Audi"
"5107",12,"Pune",99000,"Diesel","Manual","Third",12.05,2179,120,8,6,"Mahindra"
"5108",8,"Pune",22700,"Petrol","Manual","First",18.7,1199,88.7,5,5.55,"Honda"
